provenance_row_id,form_name,field,source_value,source_concept_name,standard_concept_id,source_concept_code,source_lookup_uri,target_omop_uri
prov-0186,Adverse Event/SAE,condition_source_value,Apnea,Apnea,321689,1023001,,https://athena.ohdsi.org/search-terms/terms/321689
prov-0187,Adverse Event/SAE,condition_source_value,Appendicitis,Appendicitis,440448,MONDO:0005649,http://purl.obolibrary.org/obo/MONDO_0005649,https://athena.ohdsi.org/search-terms/terms/440448
prov-0188,Adverse Event/SAE,condition_source_value,Appendicitis perforated,Acute perforated appendicitis,4117866,286967008,,https://athena.ohdsi.org/search-terms/terms/4117866
prov-0189,Adverse Event/SAE,condition_source_value,Arachnoiditis,Arachnoiditis,4218912,MONDO:0015304,http://purl.obolibrary.org/obo/MONDO_0015304,https://athena.ohdsi.org/search-terms/terms/4218912
prov-0190,Adverse Event/SAE,condition_source_value,Arterial injury,Injury of artery,4270502,63043004,,https://athena.ohdsi.org/search-terms/terms/4270502
prov-0191,Adverse Event/SAE,condition_source_value,Arterial thromboembolism,Thromboembolism of renal arteries,4264734,60989005,,https://athena.ohdsi.org/search-terms/terms/4264734
prov-0192,Adverse Event/SAE,condition_source_value,Arteritis infective,Infective arthritis,4262590,396234004,,https://athena.ohdsi.org/search-terms/terms/4262590
prov-0193,Adverse Event/SAE,condition_source_value,Arthralgia,Pain of joint,77074,57676002,,https://athena.ohdsi.org/search-terms/terms/77074
prov-0194,Adverse Event/SAE,condition_source_value,Ascites,Ascites,200528,389026000,,https://athena.ohdsi.org/search-terms/terms/200528
prov-0195,Adverse Event/SAE,condition_source_value,Asystole,Asystole,4216773,397829000,,https://athena.ohdsi.org/search-terms/terms/4216773
prov-0196,Adverse Event/SAE,condition_source_value,Ataxia,Ataxia,437584,20262006,,https://athena.ohdsi.org/search-terms/terms/437584
prov-0197,Adverse Event/SAE,condition_source_value,Atelectasis,Atelectasis,261880,46621007,,https://athena.ohdsi.org/search-terms/terms/261880
prov-0198,Adverse Event/SAE,condition_source_value,Atrial fibrillation,Atrial fibrillation,313217,MONDO:0004981,http://purl.obolibrary.org/obo/MONDO_0004981,https://athena.ohdsi.org/search-terms/terms/313217
prov-0199,Adverse Event/SAE,condition_source_value,Atrial flutter,Atrial flutter,314665,MONDO:0005310,http://purl.obolibrary.org/obo/MONDO_0005310,https://athena.ohdsi.org/search-terms/terms/314665
prov-0200,Adverse Event/SAE,condition_source_value,Atrioventricular block complete,Complete atrioventricular block,320744,27885002,,https://athena.ohdsi.org/search-terms/terms/320744
prov-0201,Adverse Event/SAE,condition_source_value,Atrioventricular block first degree,First degree atrioventricular block,314379,270492004,,https://athena.ohdsi.org/search-terms/terms/314379
prov-0202,Adverse Event/SAE,condition_source_value,Autoimmune disorder,Autoimmune disease,434621,MONDO:0007179,http://purl.obolibrary.org/obo/MONDO_0007179,https://athena.ohdsi.org/search-terms/terms/434621
prov-0203,Adverse Event/SAE,condition_source_value,Avascular necrosis,Osteonecrosis,4287786,397758007,,https://athena.ohdsi.org/search-terms/terms/4287786
prov-0204,Adverse Event/SAE,condition_source_value,Azoospermia,Azoospermia,76744,MONDO:0100459,http://purl.obolibrary.org/obo/MONDO_0100459,https://athena.ohdsi.org/search-terms/terms/76744
prov-0205,Adverse Event/SAE,condition_source_value,Back pain,Backache,134736,161891005,,https://athena.ohdsi.org/search-terms/terms/134736
prov-0206,Adverse Event/SAE,condition_source_value,Bacteremia,Bacteremia,132736,5758002,,https://athena.ohdsi.org/search-terms/terms/132736
prov-0207,Adverse Event/SAE,condition_source_value,Belching,Burping,4152350,271834000,,https://athena.ohdsi.org/search-terms/terms/4152350
prov-0208,Adverse Event/SAE,condition_source_value,Bile duct stenosis,Stenosis of bile duct,4182588,43030007,,https://athena.ohdsi.org/search-terms/terms/4182588
prov-0209,Adverse Event/SAE,condition_source_value,Biliary anastomotic leak,Biliary anastomotic leak,4341660,235940009,,https://athena.ohdsi.org/search-terms/terms/4341660
prov-0210,Adverse Event/SAE,condition_source_value,Biliary fistula,Fistula of bile duct,194407,53206008,,https://athena.ohdsi.org/search-terms/terms/194407
prov-0211,Adverse Event/SAE,condition_source_value,Biliary tract infection,Infection of biliary tract,3655135,846685008,,https://athena.ohdsi.org/search-terms/terms/3655135
prov-0212,Adverse Event/SAE,condition_source_value,Bladder infection,Cystitis,195588,MONDO:0006032,http://purl.obolibrary.org/obo/MONDO_0006032,https://athena.ohdsi.org/search-terms/terms/195588
prov-0213,Adverse Event/SAE,condition_source_value,Bladder perforation,Rupture of urinary bladder,4092632,251925007,,https://athena.ohdsi.org/search-terms/terms/4092632
prov-0214,Adverse Event/SAE,condition_source_value,Bladder spasm,Spasm of urinary bladder,4090870,249297006,,https://athena.ohdsi.org/search-terms/terms/4090870
prov-0215,Adverse Event/SAE,condition_source_value,Bloating,Abdominal bloating,4023572,116289008,,https://athena.ohdsi.org/search-terms/terms/4023572
prov-0216,Adverse Event/SAE,condition_source_value,Blood and lymphatic system disorders - Other specify,Disorder of lymphatic system,440363,362971004,,https://athena.ohdsi.org/search-terms/terms/440363
prov-0217,Adverse Event/SAE,condition_source_value,Blood antidiuretic hormone abnormal,Abnormal anti-diuretic hormone,4305071,386777001,,https://athena.ohdsi.org/search-terms/terms/4305071
prov-0218,Adverse Event/SAE,condition_source_value,Blood bilirubin increased,Hyperbilirubinemia,4032334,14783006,,https://athena.ohdsi.org/search-terms/terms/4032334
prov-0219,Adverse Event/SAE,condition_source_value,Blurred vision,Blurred vision,44790749,240091000000105,,https://athena.ohdsi.org/search-terms/terms/44790749
prov-0220,Adverse Event/SAE,condition_source_value,Body odor,Bromhidrosis,4276354,65382006,,https://athena.ohdsi.org/search-terms/terms/4276354
prov-0221,Adverse Event/SAE,condition_source_value,Bone infection,Infection of bone,72410,111253001,,https://athena.ohdsi.org/search-terms/terms/72410
prov-0222,Adverse Event/SAE,condition_source_value,Bone marrow hypocellular,Hypocellular bone marrow,4215820,416995001,,https://athena.ohdsi.org/search-terms/terms/4215820
prov-0223,Adverse Event/SAE,condition_source_value,Bone pain,Bone pain,4129418,12584003,,https://athena.ohdsi.org/search-terms/terms/4129418
prov-0224,Adverse Event/SAE,condition_source_value,Brachial plexopathy,Brachial plexus disorder,378741,3548001,,https://athena.ohdsi.org/search-terms/terms/378741
prov-0225,Adverse Event/SAE,condition_source_value,Breast atrophy,Atrophy of breast,81623,20897003,,https://athena.ohdsi.org/search-terms/terms/81623
prov-0226,Adverse Event/SAE,condition_source_value,Breast infection,Breast infection,4056769,198108005,,https://athena.ohdsi.org/search-terms/terms/4056769
prov-0227,Adverse Event/SAE,condition_source_value,Breast pain,Pain of breast,73819,53430007,,https://athena.ohdsi.org/search-terms/terms/73819
prov-0228,Adverse Event/SAE,condition_source_value,Bronchial fistula,Bronchial fistula,4119938,233791001,,https://athena.ohdsi.org/search-terms/terms/4119938
prov-0229,Adverse Event/SAE,condition_source_value,Bronchial infection,Infectious disorder of bronchus,4124677,233795005,,https://athena.ohdsi.org/search-terms/terms/4124677
prov-0230,Adverse Event/SAE,condition_source_value,Bronchial obstruction,Obstruction of bronchus,4279071,36925002,,https://athena.ohdsi.org/search-terms/terms/4279071
prov-0231,Adverse Event/SAE,condition_source_value,Bronchial stricture,Stenosis of bronchus,4196476,79877004,,https://athena.ohdsi.org/search-terms/terms/4196476
prov-0232,Adverse Event/SAE,condition_source_value,Bronchopleural fistula,Bronchopleural fistula,4119939,233793003,,https://athena.ohdsi.org/search-terms/terms/4119939
prov-0233,Adverse Event/SAE,condition_source_value,Bronchospasm,Bronchospasm,256717,4386001,,https://athena.ohdsi.org/search-terms/terms/256717
prov-0234,Adverse Event/SAE,condition_source_value,Bruising,Contusion,441737,125667009,,https://athena.ohdsi.org/search-terms/terms/441737
prov-0235,Adverse Event/SAE,condition_source_value,Budd-Chiari syndrome,Budd-Chiari syndrome,196715,MONDO:0010947,http://purl.obolibrary.org/obo/MONDO_0010947,https://athena.ohdsi.org/search-terms/terms/196715
prov-0236,Adverse Event/SAE,condition_source_value,Bullous dermatitis,Bullous dermatosis,137944,7231009,,https://athena.ohdsi.org/search-terms/terms/137944
prov-0237,Adverse Event/SAE,condition_source_value,Burn,Burn,442013,MONDO:0043519,http://purl.obolibrary.org/obo/MONDO_0043519,https://athena.ohdsi.org/search-terms/terms/442013
prov-0238,Adverse Event/SAE,condition_source_value,Buttock pain,Pain in buttock,4133039,279043006,,https://athena.ohdsi.org/search-terms/terms/4133039
prov-0239,Adverse Event/SAE,condition_source_value,Capillary leak syndrome,Capillary leak syndrome,4227747,MONDO:0001956,http://purl.obolibrary.org/obo/MONDO_0001956,https://athena.ohdsi.org/search-terms/terms/4227747
prov-0240,Adverse Event/SAE,condition_source_value,Cardiac arrest,Cardiac arrest,321042,MONDO:0000745,http://purl.obolibrary.org/obo/MONDO_0000745,https://athena.ohdsi.org/search-terms/terms/321042
prov-0241,Adverse Event/SAE,condition_source_value,Cardiac disorders - Other specify,Heart disease,321588,56265001,,https://athena.ohdsi.org/search-terms/terms/321588
prov-0242,Adverse Event/SAE,condition_source_value,Cataract,Cataract,375545,MONDO:0005129,http://purl.obolibrary.org/obo/MONDO_0005129,https://athena.ohdsi.org/search-terms/terms/375545
prov-0243,Adverse Event/SAE,condition_source_value,Cecal hemorrhage,Hemorrhage of cecum,46272978,711441008,,https://athena.ohdsi.org/search-terms/terms/46272978
prov-0244,Adverse Event/SAE,condition_source_value,Cerebrospinal fluid leakage,Cerebrospinal fluid leak,4046448,230744007,,https://athena.ohdsi.org/search-terms/terms/4046448
prov-0245,Adverse Event/SAE,condition_source_value,Cervicitis infection,Infection of cervix uteri,37166825,1260147006,,https://athena.ohdsi.org/search-terms/terms/37166825
prov-0246,Adverse Event/SAE,condition_source_value,Cheilitis,Cheilitis,4301764,MONDO:0002102,http://purl.obolibrary.org/obo/MONDO_0002102,https://athena.ohdsi.org/search-terms/terms/4301764
prov-0247,Adverse Event/SAE,condition_source_value,Chest wall pain,Chest wall pain,4010016,102588006,,https://athena.ohdsi.org/search-terms/terms/4010016
prov-0248,Adverse Event/SAE,condition_source_value,Cholesterol high,Hypercholesterolemia,4029305,13644009,,https://athena.ohdsi.org/search-terms/terms/4029305
prov-0249,Adverse Event/SAE,condition_source_value,Chronic kidney disease,Chronic kidney disease,46271022,MONDO:0005300,http://purl.obolibrary.org/obo/MONDO_0005300,https://athena.ohdsi.org/search-terms/terms/46271022
prov-0250,Adverse Event/SAE,condition_source_value,Chylothorax,Chylothorax,4306136,83035003,,https://athena.ohdsi.org/search-terms/terms/4306136
prov-0251,Adverse Event/SAE,condition_source_value,Chylous ascites,Chylous ascites,4204072,MONDO:0008829,http://purl.obolibrary.org/obo/MONDO_0008829,https://athena.ohdsi.org/search-terms/terms/4204072
prov-0252,Adverse Event/SAE,condition_source_value,Cognitive disturbance,Impaired cognition,443432,386806002,,https://athena.ohdsi.org/search-terms/terms/443432
prov-0253,Adverse Event/SAE,condition_source_value,Colitis,Colitis,4272488,MONDO:0005292,http://purl.obolibrary.org/obo/MONDO_0005292,https://athena.ohdsi.org/search-terms/terms/4272488
prov-0254,Adverse Event/SAE,condition_source_value,Colonic fistula,Colonic fistula,4059276,197250003,,https://athena.ohdsi.org/search-terms/terms/4059276
prov-0255,Adverse Event/SAE,condition_source_value,Colonic hemorrhage,Hemorrhage of colon,442190,95540002,,https://athena.ohdsi.org/search-terms/terms/442190
prov-0256,Adverse Event/SAE,condition_source_value,Colonic obstruction,Obstruction of colon,4249110,40650009,,https://athena.ohdsi.org/search-terms/terms/4249110
prov-0257,Adverse Event/SAE,condition_source_value,Colonic perforation,Perforation of colon,4177183,50257008,,https://athena.ohdsi.org/search-terms/terms/4177183
prov-0258,Adverse Event/SAE,condition_source_value,Colonic stenosis,Stricture of colon,4309802,8543007,,https://athena.ohdsi.org/search-terms/terms/4309802
prov-0259,Adverse Event/SAE,condition_source_value,Colonic ulcer,Ulceration of colon,4261784,46040000,,https://athena.ohdsi.org/search-terms/terms/4261784
prov-0260,Adverse Event/SAE,condition_source_value,Concentration impairment,Impaired concentration,600632,1144748009,,https://athena.ohdsi.org/search-terms/terms/600632
prov-0261,Adverse Event/SAE,condition_source_value,Conduction disorder,Abnormal cardiac conduction,4266600,36358004,,https://athena.ohdsi.org/search-terms/terms/4266600
prov-0262,Adverse Event/SAE,condition_source_value,Confusion,Confusional state,381273,286933003,,https://athena.ohdsi.org/search-terms/terms/381273
prov-0263,Adverse Event/SAE,condition_source_value,Conjunctivitis infective,Infective conjunctivitis,4103653,299699004,,https://athena.ohdsi.org/search-terms/terms/4103653
prov-0264,Adverse Event/SAE,condition_source_value,Corneal infection,Corneal infection,4208814,MONDO:0023865,http://purl.obolibrary.org/obo/MONDO_0023865,https://athena.ohdsi.org/search-terms/terms/4208814
prov-0265,Adverse Event/SAE,condition_source_value,Corneal ulcer,Corneal ulcer,373202,MONDO:0004577,http://purl.obolibrary.org/obo/MONDO_0004577,https://athena.ohdsi.org/search-terms/terms/373202
prov-0266,Adverse Event/SAE,condition_source_value,Cranial nerve infection,Infection of cranial nerve,36715546,721254003,,https://athena.ohdsi.org/search-terms/terms/36715546
prov-0267,Adverse Event/SAE,condition_source_value,Cyanosis,Cyanosis,438555,3415004,,https://athena.ohdsi.org/search-terms/terms/438555
prov-0268,Adverse Event/SAE,condition_source_value,Cystitis noninfective,Non-infective cystitis,4128384,236623005,,https://athena.ohdsi.org/search-terms/terms/4128384
prov-0269,Adverse Event/SAE,condition_source_value,Cytokine release syndrome,Cytokine release syndrome,46271778,710027002,,https://athena.ohdsi.org/search-terms/terms/46271778
prov-0270,Adverse Event/SAE,condition_source_value,Dehydration,Dehydration,435796,34095006,,https://athena.ohdsi.org/search-terms/terms/435796
prov-0271,Adverse Event/SAE,condition_source_value,Delayed puberty,Delayed puberty,4266651,400003000,,https://athena.ohdsi.org/search-terms/terms/4266651
prov-0272,Adverse Event/SAE,condition_source_value,Delirium,Delirium,373995,MONDO:0045057,http://purl.obolibrary.org/obo/MONDO_0045057,https://athena.ohdsi.org/search-terms/terms/373995
prov-0273,Adverse Event/SAE,condition_source_value,Delusions,Paranoid delusion,4021338,225452001,,https://athena.ohdsi.org/search-terms/terms/4021338
prov-0274,Adverse Event/SAE,condition_source_value,Dental caries,Dental caries,133228,MONDO:0005276,http://purl.obolibrary.org/obo/MONDO_0005276,https://athena.ohdsi.org/search-terms/terms/133228
prov-0275,Adverse Event/SAE,condition_source_value,Dermatitis radiation,Dermatitis caused by radiation,137350,49084001,,https://athena.ohdsi.org/search-terms/terms/137350
prov-0276,Adverse Event/SAE,condition_source_value,Disseminated intravascular coagulation,Disseminated intravascular coagulation,436093,MONDO:0001243,http://purl.obolibrary.org/obo/MONDO_0001243,https://athena.ohdsi.org/search-terms/terms/436093
prov-0277,Adverse Event/SAE,condition_source_value,Dry skin,Xeroderma,4198562,52475004,,https://athena.ohdsi.org/search-terms/terms/4198562
prov-0278,Adverse Event/SAE,condition_source_value,Duodenal fistula,Duodenal fistula,442551,7780000,,https://athena.ohdsi.org/search-terms/terms/442551
prov-0279,Adverse Event/SAE,condition_source_value,Duodenal hemorrhage,Duodenal hemorrhage,4318535,95533003,,https://athena.ohdsi.org/search-terms/terms/4318535
prov-0280,Adverse Event/SAE,condition_source_value,Duodenal obstruction,Obstruction of duodenum,434085,95532008,,https://athena.ohdsi.org/search-terms/terms/434085
prov-0281,Adverse Event/SAE,condition_source_value,Duodenal perforation,Duodenal perforation,4156639,270909006,,https://athena.ohdsi.org/search-terms/terms/4156639
prov-0282,Adverse Event/SAE,condition_source_value,Duodenal stenosis,Stenosis of duodenum,4218926,73120006,,https://athena.ohdsi.org/search-terms/terms/4218926
prov-0283,Adverse Event/SAE,condition_source_value,Duodenal ulcer,Ulcer of duodenum,4198381,51868009,,https://athena.ohdsi.org/search-terms/terms/4198381
prov-0284,Adverse Event/SAE,condition_source_value,Dysarthria,Dysarthria,4196636,8011004,,https://athena.ohdsi.org/search-terms/terms/4196636
prov-0285,Adverse Event/SAE,condition_source_value,Dysesthesia,Dysesthesia,4150134,279079003,,https://athena.ohdsi.org/search-terms/terms/4150134
